Fecha,Dia_Semana,Hora,Categoria,Producto,Precio,Cliente_Tipo,Calificacion_Cliente
2024-01-01,Lunes,08:56,Panadería,Croissant de Mantequilla,2.75,Nuevo,4
2024-01-01,Lunes,09:25,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-01,Lunes,09:59,Bebidas Frías,Frappuccino,4.5,Recurrente,5
2024-01-01,Lunes,10:07,Bebidas Calientes,Cappuccino,3.25,Recurrente,4
2024-01-01,Lunes,13:16,Bebidas Frías,Frappuccino,4.5,Recurrente,4
2024-01-01,Lunes,13:43,Bebidas Frías,Frappuccino,4.5,Recurrente,5
2024-01-01,Lunes,14:24,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-01-01,Lunes,14:44,Bebidas Frías,Cold Brew,4.0,Nuevo,5
2024-01-01,Lunes,15:28,Bebidas Frías,Cold Brew,4.0,Recurrente,4
2024-01-02,Martes,07:01,Bebidas Calientes,Latte,3.5,Recurrente,4
2024-01-02,Martes,09:44,Bebidas Calientes,Cappuccino,3.25,Recurrente,4
2024-01-02,Martes,10:28,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-02,Martes,10:37,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-02,Martes,10:54,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-02,Martes,12:13,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-02,Martes,13:22,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-02,Martes,15:17,Bebidas Frías,Frappuccino,4.5,Recurrente,5
2024-01-02,Martes,19:31,Bebidas Calientes,Cappuccino,3.25,Recurrente,4
2024-01-03,Miércoles,07:33,Panadería,Croissant de Mantequilla,2.75,Nuevo,5
2024-01-03,Miércoles,08:02,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-03,Miércoles,10:05,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-03,Miércoles,11:29,Bebidas Calientes,Latte,3.5,Recurrente,4
2024-01-03,Miércoles,13:08,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-03,Miércoles,15:08,Bebidas Frías,Frappuccino,4.5,Nuevo,5
2024-01-03,Miércoles,16:10,Postres,Galleta de Chocolate,1.75,Recurrente,5
2024-01-04,Jueves,07:09,Bebidas Calientes,Cappuccino,3.25,Recurrente,4
2024-01-04,Jueves,07:15,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-04,Jueves,07:45,Bebidas Calientes,Té Chai,3.75,Nuevo,5
2024-01-04,Jueves,07:59,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-04,Jueves,07:59,Bebidas Frías,Frappuccino,4.5,Nuevo,4
2024-01-04,Jueves,08:20,Bebidas Calientes,Americano,2.5,Nuevo,2
2024-01-04,Jueves,09:45,Bebidas Frías,Frappuccino,4.5,Nuevo,5
2024-01-04,Jueves,11:13,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-04,Jueves,11:43,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-04,Jueves,12:58,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-05,Viernes,07:02,Bebidas Calientes,Latte,3.5,Recurrente,4
2024-01-05,Viernes,07:24,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-05,Viernes,07:55,Panadería,Croissant de Mantequilla,2.75,Recurrente,4
2024-01-05,Viernes,08:05,Panadería,Croissant de Mantequilla,2.75,Nuevo,5
2024-01-05,Viernes,09:48,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-05,Viernes,11:05,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-05,Viernes,11:47,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-05,Viernes,12:42,Bebidas Frías,Frappuccino,4.5,Nuevo,5
2024-01-05,Viernes,12:47,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-05,Viernes,14:30,Panadería,Croissant de Mantequilla,2.75,Recurrente,4
2024-01-05,Viernes,15:24,Postres,Pastel de Zanahoria,4.25,Recurrente,5
2024-01-05,Viernes,15:30,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-01-06,Sábado,07:37,Bebidas Frías,Frappuccino,4.5,Nuevo,4
2024-01-06,Sábado,09:04,Bebidas Calientes,Cappuccino,3.25,Recurrente,4
2024-01-06,Sábado,09:30,Bebidas Frías,Frappuccino,4.5,Nuevo,4
2024-01-06,Sábado,10:23,Panadería,Muffin de Arándanos,2.25,Recurrente,5
2024-01-06,Sábado,13:07,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-01-06,Sábado,14:36,Bebidas Frías,Cold Brew,4.0,Nuevo,5
2024-01-07,Domingo,07:11,Bebidas Calientes,Cappuccino,3.25,Nuevo,5
2024-01-07,Domingo,07:41,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-07,Domingo,08:08,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-07,Domingo,10:31,Bebidas Calientes,Latte,3.5,Nuevo,5
2024-01-07,Domingo,10:32,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-07,Domingo,11:23,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-07,Domingo,11:56,Bebidas Calientes,Latte,3.5,Recurrente,4
2024-01-07,Domingo,12:37,Postres,Pastel de Zanahoria,4.25,Recurrente,5
2024-01-07,Domingo,12:54,Bebidas Frías,Cold Brew,4.0,Nuevo,4
2024-01-07,Domingo,12:55,Panadería,Muffin de Arándanos,2.25,Recurrente,4
2024-01-07,Domingo,13:44,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-07,Domingo,15:11,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-07,Domingo,16:28,Panadería,Croissant de Mantequilla,2.75,Nuevo,4
2024-01-07,Domingo,18:07,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-08,Lunes,07:43,Bebidas Calientes,Cappuccino,3.25,Nuevo,5
2024-01-08,Lunes,08:11,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-08,Lunes,08:50,Bebidas Frías,Cold Brew,4.0,Nuevo,4
2024-01-08,Lunes,08:59,Bebidas Calientes,Té Chai,3.75,Nuevo,5
2024-01-08,Lunes,09:37,Bebidas Calientes,Té Chai,3.75,Nuevo,5
2024-01-08,Lunes,09:39,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-08,Lunes,10:01,Postres,Galleta de Chocolate,1.75,Recurrente,5
2024-01-08,Lunes,10:21,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-08,Lunes,14:25,Postres,Pastel de Zanahoria,4.25,Recurrente,4
2024-01-08,Lunes,15:26,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-08,Lunes,19:40,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-09,Martes,09:08,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-09,Martes,11:09,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-09,Martes,11:35,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-09,Martes,12:48,Bebidas Frías,Cold Brew,4.0,Nuevo,5
2024-01-09,Martes,12:57,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-01-09,Martes,13:07,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-09,Martes,13:51,Bebidas Frías,Frappuccino,4.5,Recurrente,5
2024-01-09,Martes,19:41,Panadería,Croissant de Mantequilla,2.75,Recurrente,4
2024-01-10,Miércoles,07:06,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-10,Miércoles,12:33,Postres,Galleta de Chocolate,1.75,Nuevo,5
2024-01-10,Miércoles,13:42,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-01-10,Miércoles,13:43,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-10,Miércoles,14:00,Bebidas Frías,Cold Brew,4.0,Nuevo,4
2024-01-10,Miércoles,14:46,Bebidas Frías,Frappuccino,4.5,Nuevo,4
2024-01-10,Miércoles,16:19,Panadería,Croissant de Mantequilla,2.75,Nuevo,5
2024-01-11,Jueves,07:23,Bebidas Calientes,Cappuccino,3.25,Recurrente,4
2024-01-11,Jueves,07:40,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-11,Jueves,08:15,Bebidas Calientes,Cappuccino,3.25,Nuevo,5
2024-01-11,Jueves,09:34,Panadería,Croissant de Mantequilla,2.75,Nuevo,5
2024-01-11,Jueves,10:46,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-11,Jueves,11:03,Panadería,Croissant de Mantequilla,2.75,Recurrente,4
2024-01-11,Jueves,12:41,Bebidas Calientes,Cappuccino,3.25,Recurrente,4
2024-01-11,Jueves,12:51,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-11,Jueves,13:23,Bebidas Frías,Frappuccino,4.5,Nuevo,5
2024-01-11,Jueves,14:01,Postres,Galleta de Chocolate,1.75,Recurrente,5
2024-01-12,Viernes,11:52,Panadería,Croissant de Mantequilla,2.75,Nuevo,4
2024-01-12,Viernes,12:40,Bebidas Calientes,Té Chai,3.75,Recurrente,5
2024-01-12,Viernes,14:26,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-12,Viernes,14:40,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-12,Viernes,15:52,Bebidas Frías,Frappuccino,4.5,Nuevo,5
2024-01-12,Viernes,16:08,Bebidas Frías,Frappuccino,4.5,Nuevo,5
2024-01-12,Viernes,18:21,Bebidas Calientes,Cappuccino,3.25,Nuevo,4
2024-01-12,Viernes,19:54,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-13,Sábado,07:39,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-13,Sábado,07:40,Bebidas Calientes,Té Chai,3.75,Nuevo,5
2024-01-13,Sábado,07:51,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-13,Sábado,11:04,Panadería,Croissant de Mantequilla,2.75,Nuevo,5
2024-01-13,Sábado,11:45,Panadería,Croissant de Mantequilla,2.75,Nuevo,5
2024-01-13,Sábado,12:33,Postres,Pastel de Zanahoria,4.25,Recurrente,5
2024-01-13,Sábado,12:43,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-01-14,Domingo,07:04,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-14,Domingo,07:20,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-14,Domingo,07:51,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-14,Domingo,07:52,Bebidas Calientes,Té Chai,3.75,Recurrente,5
2024-01-14,Domingo,07:54,Panadería,Croissant de Mantequilla,2.75,Nuevo,4
2024-01-14,Domingo,10:30,Panadería,Croissant de Mantequilla,2.75,Recurrente,4
2024-01-14,Domingo,10:49,Bebidas Calientes,Latte,3.5,Nuevo,5
2024-01-14,Domingo,11:06,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-14,Domingo,12:38,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-01-14,Domingo,12:39,Bebidas Frías,Cold Brew,4.0,Nuevo,4
2024-01-14,Domingo,12:56,Postres,Pastel de Zanahoria,4.25,Nuevo,4
2024-01-14,Domingo,13:19,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-14,Domingo,15:02,Postres,Pastel de Zanahoria,4.25,Nuevo,4
2024-01-14,Domingo,15:17,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-14,Domingo,18:17,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-14,Domingo,18:56,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-15,Lunes,07:08,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-15,Lunes,10:10,Bebidas Frías,Frappuccino,4.5,Recurrente,4
2024-01-15,Lunes,10:17,Bebidas Calientes,Cappuccino,3.25,Recurrente,4
2024-01-15,Lunes,10:30,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-15,Lunes,11:08,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-15,Lunes,11:17,Postres,Pastel de Zanahoria,4.25,Recurrente,4
2024-01-15,Lunes,12:17,Bebidas Frías,Frappuccino,4.5,Recurrente,5
2024-01-15,Lunes,13:19,Bebidas Frías,Frappuccino,4.5,Recurrente,5
2024-01-15,Lunes,16:00,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-16,Martes,07:05,Bebidas Calientes,Cappuccino,3.25,Nuevo,5
2024-01-16,Martes,07:06,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-16,Martes,07:10,Panadería,Croissant de Mantequilla,2.75,Recurrente,4
2024-01-16,Martes,07:21,Bebidas Calientes,Latte,3.5,Recurrente,4
2024-01-16,Martes,08:51,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-16,Martes,10:23,Panadería,Croissant de Mantequilla,2.75,Nuevo,5
2024-01-16,Martes,10:56,Bebidas Calientes,Té Chai,3.75,Nuevo,4
2024-01-16,Martes,11:27,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-16,Martes,13:06,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-01-16,Martes,16:08,Bebidas Frías,Frappuccino,4.5,Nuevo,4
2024-01-16,Martes,17:27,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-01-17,Miércoles,08:12,Bebidas Calientes,Latte,3.5,Recurrente,4
2024-01-17,Miércoles,12:01,Bebidas Frías,Cold Brew,4.0,Nuevo,5
2024-01-17,Miércoles,14:59,Bebidas Frías,Frappuccino,4.5,Recurrente,4
2024-01-17,Miércoles,17:11,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-18,Jueves,07:12,Postres,Pastel de Zanahoria,4.25,Nuevo,5
2024-01-18,Jueves,07:14,Bebidas Calientes,Té Chai,3.75,Recurrente,5
2024-01-18,Jueves,08:25,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-18,Jueves,10:36,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-18,Jueves,11:28,Bebidas Calientes,Cappuccino,3.25,Nuevo,5
2024-01-18,Jueves,13:44,Panadería,Croissant de Mantequilla,2.75,Nuevo,5
2024-01-18,Jueves,17:05,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-19,Viernes,07:43,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-19,Viernes,07:54,Bebidas Calientes,Té Chai,3.75,Recurrente,4
2024-01-19,Viernes,09:02,Postres,Galleta de Chocolate,1.75,Recurrente,5
2024-01-19,Viernes,10:24,Bebidas Calientes,Cappuccino,3.25,Recurrente,4
2024-01-19,Viernes,10:34,Bebidas Frías,Frappuccino,4.5,Recurrente,5
2024-01-19,Viernes,10:43,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-19,Viernes,13:43,Bebidas Calientes,Cappuccino,3.25,Nuevo,5
2024-01-19,Viernes,15:04,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-01-19,Viernes,15:51,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-01-19,Viernes,16:15,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-19,Viernes,17:23,Panadería,Croissant de Mantequilla,2.75,Recurrente,4
2024-01-19,Viernes,17:47,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-01-20,Sábado,13:42,Bebidas Calientes,Latte,3.5,Nuevo,5
2024-01-20,Sábado,14:44,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-20,Sábado,16:27,Panadería,Croissant de Mantequilla,2.75,Nuevo,5
2024-01-21,Domingo,08:52,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-21,Domingo,10:44,Bebidas Calientes,Latte,3.5,Nuevo,4
2024-01-21,Domingo,12:36,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-01-21,Domingo,15:13,Postres,Pastel de Zanahoria,4.25,Nuevo,4
2024-01-21,Domingo,16:39,Postres,Pastel de Zanahoria,4.25,Recurrente,5
2024-01-22,Lunes,08:32,Bebidas Calientes,Latte,3.5,Recurrente,4
2024-01-22,Lunes,08:48,Panadería,Croissant de Mantequilla,2.75,Nuevo,5
2024-01-22,Lunes,12:34,Postres,Pastel de Zanahoria,4.25,Recurrente,5
2024-01-22,Lunes,13:31,Panadería,Croissant de Mantequilla,2.75,Nuevo,5
2024-01-22,Lunes,13:58,Bebidas Calientes,Cappuccino,3.25,Recurrente,4
2024-01-22,Lunes,14:10,Bebidas Frías,Frappuccino,4.5,Recurrente,4
2024-01-22,Lunes,14:41,Bebidas Frías,Frappuccino,4.5,Recurrente,4
2024-01-22,Lunes,15:33,Bebidas Calientes,Té Chai,3.75,Recurrente,5
2024-01-22,Lunes,16:20,Bebidas Calientes,Latte,3.5,Nuevo,4
2024-01-23,Martes,07:52,Bebidas Calientes,Cappuccino,3.25,Nuevo,4
2024-01-23,Martes,11:33,Panadería,Croissant de Mantequilla,2.75,Recurrente,4
2024-01-23,Martes,11:51,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-23,Martes,14:26,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-01-23,Martes,16:22,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-23,Martes,17:21,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-24,Miércoles,11:40,Bebidas Calientes,Americano,2.5,Nuevo,3
2024-01-24,Miércoles,12:21,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-01-24,Miércoles,13:57,Bebidas Calientes,Cappuccino,3.25,Recurrente,4
2024-01-25,Jueves,07:04,Bebidas Calientes,Cappuccino,3.25,Nuevo,5
2024-01-25,Jueves,07:20,Bebidas Calientes,Latte,3.5,Nuevo,4
2024-01-25,Jueves,08:30,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-25,Jueves,10:20,Bebidas Calientes,Latte,3.5,Nuevo,5
2024-01-25,Jueves,13:47,Bebidas Calientes,Americano,2.5,Recurrente,1
2024-01-25,Jueves,15:22,Bebidas Frías,Cold Brew,4.0,Nuevo,5
2024-01-25,Jueves,15:55,Postres,Pastel de Zanahoria,4.25,Recurrente,4
2024-01-25,Jueves,17:23,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-25,Jueves,19:15,Bebidas Calientes,Té Chai,3.75,Recurrente,5
2024-01-26,Viernes,07:18,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-26,Viernes,07:45,Panadería,Croissant de Mantequilla,2.75,Recurrente,4
2024-01-26,Viernes,07:50,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-26,Viernes,08:04,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-26,Viernes,08:43,Bebidas Calientes,Latte,3.5,Nuevo,5
2024-01-26,Viernes,12:01,Bebidas Frías,Frappuccino,4.5,Nuevo,5
2024-01-26,Viernes,12:19,Postres,Pastel de Zanahoria,4.25,Recurrente,5
2024-01-26,Viernes,12:52,Bebidas Frías,Frappuccino,4.5,Recurrente,4
2024-01-26,Viernes,14:41,Postres,Pastel de Zanahoria,4.25,Recurrente,5
2024-01-26,Viernes,15:57,Bebidas Calientes,Latte,3.5,Nuevo,5
2024-01-26,Viernes,16:14,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-01-26,Viernes,19:25,Bebidas Frías,Frappuccino,4.5,Nuevo,4
2024-01-27,Sábado,07:24,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-27,Sábado,08:17,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-27,Sábado,09:10,Bebidas Calientes,Té Chai,3.75,Nuevo,4
2024-01-27,Sábado,09:14,Bebidas Calientes,Cappuccino,3.25,Nuevo,5
2024-01-27,Sábado,10:06,Bebidas Calientes,Cappuccino,3.25,Nuevo,5
2024-01-27,Sábado,13:26,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-28,Domingo,07:47,Bebidas Calientes,Americano,2.5,Nuevo,1
2024-01-28,Domingo,09:55,Panadería,Muffin de Arándanos,2.25,Recurrente,5
2024-01-28,Domingo,10:11,Bebidas Calientes,Té Chai,3.75,Recurrente,4
2024-01-28,Domingo,10:36,Panadería,Croissant de Mantequilla,2.75,Nuevo,5
2024-01-28,Domingo,12:08,Bebidas Calientes,Latte,3.5,Recurrente,5
2024-01-28,Domingo,12:33,Bebidas Frías,Cold Brew,4.0,Nuevo,5
2024-01-28,Domingo,13:23,Bebidas Frías,Frappuccino,4.5,Recurrente,5
2024-01-28,Domingo,14:33,Bebidas Frías,Cold Brew,4.0,Recurrente,5
2024-01-29,Lunes,07:25,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-29,Lunes,08:46,Panadería,Croissant de Mantequilla,2.75,Recurrente,4
2024-01-29,Lunes,09:27,Panadería,Croissant de Mantequilla,2.75,Nuevo,4
2024-01-29,Lunes,13:45,Bebidas Calientes,Americano,2.5,Recurrente,3
2024-01-29,Lunes,16:59,Panadería,Croissant de Mantequilla,2.75,Recurrente,4
2024-01-30,Martes,07:17,Panadería,Croissant de Mantequilla,2.75,Recurrente,4
2024-01-30,Martes,07:24,Bebidas Calientes,Cappuccino,3.25,Nuevo,5
2024-01-30,Martes,07:49,Panadería,Croissant de Mantequilla,2.75,Recurrente,5
2024-01-30,Martes,10:48,Bebidas Calientes,Cappuccino,3.25,Recurrente,5
2024-01-30,Martes,11:33,Bebidas Calientes,Cappuccino,3.25,Nuevo,5
